bin,limite_inferior,limite_superior,n,confianza_media,accuracy_observada,brecha_calibracion,peso
3,0.2,0.30000000000000004,10849,0.27609420651161454,0.25569176882662,-0.020402437684994557,0.8719659218775117
4,0.30000000000000004,0.4,1593,0.3137015938544714,0.24544883866917766,-0.06825275518529372,0.12803407812248835
