permutacion,f1_macro_nulo
906,0.25842618268399364
907,0.25770332652760636
908,0.24980686651905476
909,0.25450384493541334
910,0.24439515660872418
911,0.2512253233963909
912,0.2524999939472752
913,0.24908273985353735
914,0.24981383506141475
915,0.2500719439795322
916,0.24951479799735665
917,0.2489278879644671
918,0.2506013870138073
919,0.24499310180515
920,0.2484898884897448
921,0.25584269506049057
922,0.25920611069188265
923,0.253964784169187
924,0.2555975805329825
925,0.24558235295629088
926,0.25419887746993414
927,0.2410745326461652
928,0.2538341808623077
929,0.24735941636978287
930,0.2475100765931995
931,0.2514721709964465
932,0.25440510451014114
933,0.2524337307766477
934,0.24501524241970027
935,0.245883971099506
936,0.24501278566779888
937,0.2500626494581658
938,0.2480733320743401
939,0.24390288892206305
940,0.25169059351099426
941,0.24841030203161102
942,0.25045946416814213
943,0.24779297715666326
944,0.25517869429346407
945,0.24413237787914877
946,0.24288867906295
947,0.2489539371139966
948,0.24627936453279
949,0.24973858622318024
950,0.24973060063951785
951,0.24707289212547268
952,0.24345876013949835
953,0.246164946051154
954,0.24431530584157038
955,0.24423360579468156
956,0.2487464801990937
957,0.25056954230875467
958,0.25098268845024385
959,0.24771965530521514
960,0.2537908289640798
961,0.2558651347884989
962,0.24540086115881896
963,0.2524337314707774
964,0.25120472650247816
965,0.25069818066014304
966,0.24695194270113643
967,0.2463754840920879
968,0.24671261804976355
969,0.2530148494868691
970,0.24538298336403078
971,0.24870734537341907
972,0.2497458718599597
973,0.25078169825481994
974,0.24818844426610137
975,0.2538486706489057
976,0.2538671647952556
977,0.24919411708424924
978,0.25221088655470764
979,0.24973382980218362
980,0.24602813855780875
981,0.2496367522889381
982,0.25668339453813677
983,0.25204776187829775
984,0.25241181001466784
985,0.24880199287452773
986,0.2506988802192782
987,0.2481296102527431
988,0.24031048132698177
989,0.2497801213329474
990,0.2499727070230194
991,0.25393164012304736
992,0.2536404135338991
993,0.25380839866443605
994,0.24330053361876458
995,0.25185058049606407
996,0.24799006776170102
997,0.25201419739873787
998,0.25214745818205253
999,0.24702974743952388
1000,0.24793941588888183
1001,0.255205023142246
1002,0.25199366024420383
1003,0.24320304639269893
1004,0.24899610978863013
1005,0.25075094307804313
1006,0.24798252051393382
1007,0.23993813976350495
1008,0.25500951744272565
1009,0.2525069026850587
1010,0.25380270971948343
1011,0.24351618631788868
1012,0.2561146055977086
1013,0.2459136667593415
1014,0.25344212787189235
1015,0.2504324335312726
1016,0.2502140352442469
1017,0.2519592659409535
1018,0.25458329945456326
1019,0.25041389699757327
1020,0.2548456990561905
1021,0.24688955295466805
1022,0.25507202912479937
1023,0.2512340059617484
1024,0.24212745759166232
1025,0.2545105531575447
1026,0.24744751785414407
1027,0.2504932345271163
1028,0.2515230072520852
1029,0.25240316932831985
1030,0.2429898097556475
1031,0.24856925959243942
1032,0.2504989330686859
1033,0.26067187204519016
1034,0.2553457498490649
1035,0.24505801176741365
1036,0.25757521931630367
1037,0.2555574736959926
1038,0.25252160164573273
1039,0.25040532362022644
1040,0.2494470469351654
1041,0.24429935239093073
1042,0.25296480283132605
1043,0.24497538575587635
1044,0.25130395437071373
1045,0.24952514386941246
1046,0.2523259199575403
1047,0.2554539753731748
1048,0.24953981917610185
1049,0.24754777942158174
1050,0.2512368462371509
1051,0.24994723492348228
1052,0.24361686220258116
1053,0.24534738592584918
1054,0.25368048479383476
1055,0.2509502936207533
1056,0.2528799331522684
1057,0.2540822355727972
1058,0.2534374253833702
1059,0.25970233298328177
1060,0.2489808315490114
1061,0.24621083588186227
1062,0.24774276155063896
1063,0.2415939898152204
1064,0.2527734624061824
1065,0.2519140876576478
1066,0.2462269973041084
1067,0.24270240366157472
1068,0.2540438051126503
