cluster,n,proporcion,age_mean,bmi_mean,tumor_size_cm_mean,sex_mode,cancer_type_mode,tumor_stage_mode,metastasis_yes_rate,regimen_mode
0,23470,0.47161659801065003,61.53907115466553,22.784469535577333,5.103544951001278,Male,Lung,II,0.30455901150404774,FOLFOX
1,26295,0.52838340198935,53.080091272104966,30.276816885339418,5.836330100779617,Female,Leukemia,II,0.2936299676744628,FOLFOX
