f1_macro_observado,f1_macro_nulo_medio,f1_macro_nulo_ic95_inferior,f1_macro_nulo_ic95_superior,p_unilateral_superior,n_permutaciones,conclusion
0.2495975280189324,0.24960905767630653,0.24217548633155206,0.25730286979081574,0.4991001799640072,5000,Sin evidencia de concordancia superior al azar
